answer,prompt,llm_answer,llm_answer__1,llm_answer__2,llm_answer__3,llm_answer__4,llm_answer__5,fleek_score,selfcheck_nli_score,selfcheck_bert_score,lm_v_lm_score,lbhd_score
"['E-8s senior chief petty officer', 'E-9s master chief petty officer']",what are the ranks in the us navy,"([""['"", 'The', ' ranks', ' in', ' the', ' US', ' Navy', ' include', ' Admiral', ',', ' Vice', ' Admiral', ',', ' Rear', ' Admiral', ',', ' Captain', ',', ' Commander', ',', ' Lieutenant', ' Commander', ',', ' Lieutenant', ',', ' Lieutenant', ' Junior', ' Grade', ',', ' En', 'sign', ""']""], [-0.001701245, -0.044701897, -0.00014263466, -7.465036e-06, -1.0683535e-05, -0.0069255345, -4.2153304e-05, -0.9653078, -0.2705158, -0.0015636618, -0.0038652776, -0.0037523366, -2.0458236e-05, -0.00022654302, -4.5848617e-05, -0.004398429, -0.37219682, -0.0029012822, -8.44706e-05, -0.001889376, -0.0023799269, -1.3902034e-05, -0.0056835804, -0.002336997, -0.017320901, -0.14778407, -0.010923316, -4.739826e-05, -0.16469456, -0.02350227, -2.8160932e-06, -0.6942393], [0.9983002012969903, 0.9562825100321967, 0.9998573755118395, 0.9999925349918634, 0.9999893165220688, 0.9930983917481739, 0.9999578475844381, 0.38086595115594013, 0.7629858447246368, 0.9984375600821592, 0.9961421829699758, 0.996254694617732, 0.9999795419732683, 0.9997734826389323, 0.9999541524340317, 0.9956112299222836, 0.6892185771734739, 0.9971029224519251, 0.9999155329675407, 0.9981124077472681, 0.9976229028806891, 0.9999860980626328, 0.9943325405869797, 0.9976657316514583, 0.982828243458768, 0.8626173597998973, 0.9891361267819134, 0.9999526028632798, 0.848152724296445, 0.9767717573944379, 0.9999971839107652, 0.4994542383526703], 'The ranks in the US Navy include Admiral, Vice Admiral, Rear Admiral, Captain, Commander, Lieutenant Commander, Lieutenant, Lieutenant Junior Grade, Ensign')","(None, None, None, ""['The ranks in the US Navy include Admiral, Vice Admiral, Rear Admiral, Commodore, Captain, Commander, Lieutenant Commander, Lieutenant, Lieutenant Junior Grade, Ensign']"")","(None, None, None, ""['The ranks in the U.S. Navy, from lowest to highest, are seaman recruit, seaman apprentice, seaman, petty officer third class, petty officer second class, petty officer first class, chief petty officer, senior chief petty officer, master chief petty officer']"")","(None, None, None, ""['The ranks in the US Navy from lowest to highest are: Seaman Recruit, Seaman Apprentice, Seaman, Petty Officer Third Class, Petty Officer Second Class, Petty Officer First Class, Chief Petty Officer, Senior Chief Petty Officer, Master Chief Petty Officer and Fleet Admiral']"")","(None, None, None, ""['The ranks in the US Navy go from Ensign at the bottom to Admiral of the Navy at the top']"")","(None, None, None, ""['The ranks in the US Navy are as follows: Seaman Recruit, Seaman Apprentice, Seaman, Petty Officer Third Class, Petty Officer Second Class, Petty Officer First Class, Chief Petty Officer, Senior Chief Petty Officer, Master Chief Petty Officer']"")",-1.0,0.5886064127087594,0.7059825703501701,1.0,"{'avg': 0.9273192319929058, 'normalized_product': 0.9078363334862822, 'min': 0.38086595115594013, 'concepts': [{'Admiral': {'avg': 0.9977826911781577, 'normalized_product': 0.9977803283141741, 'min': 0.9956112299222836}}, {'Vice Admiral': {'avg': 0.9974588065203253, 'normalized_product': 0.9974572142252348, 'min': 0.9961421829699758}}, {'Rear Admiral': {'avg': 0.9984462883317492, 'normalized_product': 0.9984442711903037, 'min': 0.9956112299222836}}, {'Captain': {'avg': 0.8431607498126995, 'normalized_product': 0.8289884543875315, 'min': 0.6892185771734739}}, {'Commander': {'avg': 0.9971593193248063, 'normalized_product': 0.9971553125959257, 'min': 0.9943325405869797}}, {'Lieutenant Commander': {'avg': 0.9973138471767672, 'normalized_product': 0.9973111516678125, 'min': 0.9943325405869797}}, {'Lieutenant': {'avg': 0.8626173597998973, 'normalized_product': 0.8626173597998973, 'min': 0.8626173597998973}}, {'Lieutenant Junior Grade': {'avg': 0.9249647034353838, 'normalized_product': 0.9223206529958173, 'min': 0.848152724296445}}, {'Ensign': {'avg': 0.9883844706526015, 'normalized_product': 0.9883162483324895, 'min': 0.9767717573944379}}]}"
['Omar Khayyam'],i was a great islamic scholar and mathematician who died in 1131 ce,"([""['"", 'Al', '-K', 'h', 'war', 'iz', 'mi', ' was', ' a', ' great', ' Islamic', ' scholar', ' and', ' mathematic', 'ian', ' who', ' died', ' in', ' ', '113', '1', ' CE', ""']""], [-0.0043091727, -0.072160535, -0.0029346754, -0.00028886824, -0.00055052945, -1.9361265e-07, -2.6656826e-05, -0.18042335, -0.49797657, -0.00020687809, -0.0025743518, -7.107425e-06, -1.7597347e-05, -1.0280384e-06, -1.6643718e-05, -6.8854926e-05, -2.7610455e-05, -8.89548e-06, -1.9027791e-05, -8.657073e-06, -4.501419e-05, -3.1424974e-05, -0.0027890655], [0.9957000984628844, 0.9303815250237871, 0.9970696265505465, 0.9997111734784129, 0.9994496220635322, 0.9999998063873687, 0.99997334352929, 0.8349166746074542, 0.6077591745331316, 0.9997931433077965, 0.9974289590019294, 0.9999928926002577, 0.9999824028078323, 0.9999989719621284, 0.999983356420506, 0.999931147444446, 0.9999723899261651, 0.9999911045595646, 0.9999809723900273, 0.9999913429644723, 0.9999549868231234, 0.9999685755197594, 0.997214820329731], 'Al-Khwarizmi was a great Islamic scholar and mathematician who died in 1131 CE')","(None, None, None, ""['Al-Khwarizmi was a great Islamic scholar and mathematician who died in 1131 CE']"")","(None, None, None, ""['You are referring to Al-Khwarizmi who died in 1131 CE']"")","(None, None, None, ""['You are Al-Khwarizmi, who was a great Islamic scholar and mathematician who died in 1131 CE']"")","(None, None, None, ""['The great Islamic scholar and mathematician who died in 1131 CE is Al-Khwarizmi']"")","(None, None, None, ""['Al-Khwarizmi was a great Islamic scholar and mathematician who died in 1131 CE']"")",0,0.11272022673510947,0.3423195302486419,1.0,"{'avg': 0.9698205329476919, 'normalized_product': 0.9645762402863953, 'min': 0.6077591745331316, 'concepts': [{'Al-Khwarizmi': {'avg': 0.987764182838823, 'normalized_product': 0.9874195606561418, 'min': 0.9303815250237871}}, {'Islamic scholar': {'avg': 0.9987109258010936, 'normalized_product': 0.998710103020693, 'min': 0.9974289590019294}}, {'mathematician': {'avg': 0.9999911641913172, 'normalized_product': 0.9999911641608362, 'min': 0.999983356420506}}, {'died in 1131 CE': {'avg': 0.9999765620305187, 'normalized_product': 0.9999765619475087, 'min': 0.9999549868231234}}]}"
['Guy Boucher'],who is the coach for the ottawa senators,"([""['"", 'D', '.J', '.', ' Smith', ' is', ' the', ' coach', ' for', ' the', ' Ottawa', ' Senators', ""']""], [-0.00287763, -0.089824304, -0.0884034, -0.00090622227, -0.00033736945, -0.00089228275, -0.0011080671, -0.03514843, -0.0005964009, -0.0007997422, -6.408677e-05, -1.5451682e-05, -0.00059449725], [0.9971265064085727, 0.9140917734316912, 0.9153915332872351, 0.999094188225392, 0.9996626874526736, 0.9991081152158782, 0.9988925465796621, 0.965462102081956, 0.999403776911666, 0.9992005775085594, 0.9999359152835132, 0.9999845484373766, 0.9994056794284768], 'D.J. Smith is the coach for the Ottawa Senators')","(None, None, None, ""['D.J. Smith is the coach for the Ottawa Senators']"")","(None, None, None, ""['The coach for the Ottawa Senators is D.J. Smith']"")","(None, None, None, ""['D.J. Smith is the coach for the Ottawa Senators']"")","(None, None, None, ""['D. J. Smith is the head coach for the Ottawa Senators']"")","(None, None, None, ""['D.J. Smith is the coach for the Ottawa Senators']"")",0,0.0008470606786431745,0.3139150261878967,0.0,"{'avg': 0.9791335217835941, 'normalized_product': 0.9785349557205747, 'min': 0.9140917734316912, 'concepts': [{'coach for the Ottawa Senators': {'avg': 0.9927973840446143, 'normalized_product': 0.992701938820499, 'min': 0.965462102081956}}, {'DJ Smith': {'avg': 0.9570600455992481, 'normalized_product': 0.9561238501744299, 'min': 0.9140917734316912}}]}"
['53'],last episode of what happens to my family,"([""['"", 'In', ' the', ' last', ' episode', ' of', ' ""', 'What', ' Happ', 'ens', ' to', ' My', ' Family', ',""', ' the', ' family', ' members', ' reun', 'ite', ' and', ' reflect', ' on', ' their', ' growth', ' and', ' experiences', ""']""], [-0.0012632099, -0.051644728, -0.0028084407, -0.0032023122, -1.8789384e-05, -5.4669687e-05, -0.01178242, -2.6537622e-05, -0.0002162915, -9.372295e-06, -0.000232384, -0.0015683073, -8.852353e-05, -0.9011714, -0.5080443, -0.17682512, -1.2033703, -1.4124436, -7.58424e-06, -0.10114801, -0.75741094, -0.0003898007, -0.017517013, -1.1774316, -0.06829473, -0.8380551, -0.39203164], [0.9987375876137813, 0.9496661967264537, 0.9971954992803193, 0.9968028097329117, 0.9999812107925193, 0.9999453318073601, 0.9882867208950907, 0.9999734627301196, 0.9997837318893201, 0.9999906277489198, 0.9997676429990703, 0.9984329218512473, 0.9999114803880921, 0.4060936828752561, 0.6016711171412246, 0.8379263082633737, 0.30018080576043765, 0.2435474229452248, 0.9999924157887603, 0.9037992516583906, 0.4688788122412355, 0.9996102752624225, 0.9826355179447975, 0.30806896769114456, 0.933985159561479, 0.43255097425757844, 0.675682735020677], 'In the last episode of What Happens to My Family, the family members reunite and reflect on their growth and experiences')","(None, None, None, '[\'In the last episode of ""What Happens to My Family"", the family reunites after overcoming various challenges and family conflicts.\']')","(None, None, None, '[\'In the last episode of ""What Happens to My Family,"" Kang Seo-wool returns home after her struggles and reconciliation with her family\']')","(None, None, None, '[\'In the last episode of ""What Happens to My Family,"" the family overcomes their challenges and grows stronger together\']')","(None, None, None, '[\'In the last episode of ""What Happens to My Family?"", the family experiences reconciliation and growth through their challenges.\']')","(None, None, None, '[\'In the last episode of ""What Happens to My Family,"" the family reunites and finds happiness after overcoming various challenges\']')",-1.0,0.06983223897404969,0.4718290448188782,0.0,"{'avg': 0.8020731998823495, 'normalized_product': 0.7334531483458059, 'min': 0.2435474229452248, 'concepts': [{'What Happens to My Family': {'avg': 0.9148505072117178, 'normalized_product': 0.8789346868036471, 'min': 0.4060936828752561}}, {'family members': {'avg': 0.5690535570119056, 'normalized_product': 0.5015270624626037, 'min': 0.30018080576043765}}, {'reunite': {'avg': 0.6217699193669926, 'normalized_product': 0.49350336962387836, 'min': 0.2435474229452248}}, {'reflect': {'avg': 0.4688788122412355, 'normalized_product': 0.4688788122412355, 'min': 0.4688788122412355}}, {'growth and experiences': {'avg': 0.5582017005034007, 'normalized_product': 0.4992772082119635, 'min': 0.30806896769114456}}]}"
"['1976', '2017/18']",when is the last time the vikings were in the nfc championship,"([""['"", 'The', ' last', ' time', ' the', ' Vikings', ' were', ' in', ' the', ' NFC', ' Championship', ' was', ' in', ' the', ' ', '201', '7', ' season', ""']""], [-0.002031896, -0.00045021495, -0.0077134585, -8.657073e-06, -6.206032e-05, -0.21706878, -0.00015288251, -5.7961847e-06, -0.00023202639, -4.8425554e-06, -0.001929467, -0.1497692, -0.54314095, -0.1259462, -0.00027206415, -4.3941356e-05, -0.0010153028, -0.46395254, -0.25648147], [0.9979701669032393, 0.9995498863815431, 0.9923162138797778, 0.9999913429644723, 0.9999379416057018, 0.8048746081256055, 0.9998471291759354, 0.9999942038320978, 0.9997680005260411, 0.9999951574563252, 0.9980723932248455, 0.8609066507521521, 0.5809207408143651, 0.8816622789380865, 0.9997279728560948, 0.9999560596094073, 0.9989852124454963, 0.6287933962935344, 0.773769332372361], 'The last time the Vikings were in the NFC Championship was in the 2017 season')","(None, None, None, ""['The last time the Vikings were in the NFC Championship was during the 2017 season']"")","(None, None, None, ""['The last time the Vikings were in the NFC Championship was during the 2017 season']"")","(None, None, None, ""['The last time the Vikings were in the NFC Championship was during the 2017 NFL season']"")","(None, None, None, ""['The last time the Vikings were in the NFC Championship was the 2017 season']"")","(None, None, None, ""['The last time the Vikings were in the NFC Championship was in the 2017 season.']"")",0,0.0009256122866645455,0.20036029815673828,0.0,"{'avg': 0.9103999316369745, 'normalized_product': 0.8976616748105007, 'min': 0.5809207408143651, 'concepts': [{'2017 season': {'avg': 0.875911556116146, 'normalized_product': 0.8564118134468699, 'min': 0.6287933962935344}}, {'Vikings': {'avg': 0.8048746081256055, 'normalized_product': 0.8048746081256055, 'min': 0.8048746081256055}}, {'NFC Championship': {'avg': 0.9990337753405854, 'normalized_product': 0.9990333127657409, 'min': 0.9980723932248455}}]}"
"['blue', 'white', 'red']",what are the colors of the netherlands flag,"([""['"", 'The', ' colors', ' of', ' the', ' Netherlands', ' flag', ' are', ' red', ',', ' white', ',', ' and', ' blue', ""']""], [-0.0018950795, -0.013064699, -0.012430888, -5.538491e-05, -3.917321e-05, -0.0034370846, -0.000102827966, -1.9816675e-06, -0.00014966767, -1.0325924e-05, -3.5313153e-06, -0.0022437505, -0.0037811894, -7.107425e-06, -0.04032216], [0.9981067150293848, 0.987020273729739, 0.9876460563294507, 0.9999446166237158, 0.9999608275572601, 0.9965688154137227, 0.9998971773206141, 0.9999980183344636, 0.999850343529647, 0.9999896741293122, 0.9999964686909351, 0.9977587648265464, 0.9962259502949582, 0.9999928926002577, 0.9604799610800104], 'The colors of the Netherlands flag are red, white, and blue')","(None, None, None, ""['The colors of the Netherlands flag are red, white, and blue']"")","(None, None, None, ""['The colors of the Netherlands flag are red, white, and blue']"")","(None, None, None, ""['The colors of the Netherlands flag are red, white, and blue']"")","(None, None, None, ""['the colors of the Netherlands flag are red, white, blue']"")","(None, None, None, ""['The colors of the Netherlands flag are red, white, and blue']"")",0,0.0011786433402448892,0.2457099080085754,0.0,"{'avg': 0.9970716837709425, 'normalized_product': 0.9970612195554824, 'min': 0.987020273729739, 'concepts': [{'colors of the Netherlands flag': {'avg': 0.9968034986489528, 'normalized_product': 0.9967920846536978, 'min': 0.9876460563294507}}, {'red': {'avg': 0.9999200088294795, 'normalized_product': 0.9999200064026584, 'min': 0.999850343529647}}, {'white': {'avg': 0.9988776167587408, 'normalized_product': 0.9988769901404154, 'min': 0.9977587648265464}}, {'blue': {'avg': 0.9999928926002577, 'normalized_product': 0.9999928926002577, 'min': 0.9999928926002577}}]}"
['in the Gospel of Luke'],where is lord's prayer found in bible,"([""['"", 'The', ' Lord', ""'s"", ' Prayer', ' is', ' found', ' in', ' the', ' book', ' of', ' Matthew', ',', ' chapter', ' ', '6', ',', ' verses', ' ', '9', '-', '13', ' in', ' the', ' Bible', ""']""], [-0.0010369796, -0.00477353, -9.615256e-05, -0.5527129, -0.0039344947, -0.34185103, -2.6299214e-05, -1.8624639e-06, -0.0005966393, -0.9623065, -8.537869e-06, -0.000127615, -0.11401302, -0.18099757, -2.2723105e-05, -1.8431772e-05, -0.00048036248, -0.00036679808, -6.511407e-06, -1.3663626e-05, -0.019079948, -5.7530575e-05, -0.22754923, -5.5265704e-05, -0.0001823258, -0.024665201], [0.998963557877545, 0.9952378451872003, 0.9999038520625092, 0.5753867244464906, 0.9960732352830899, 0.7104540331636695, 0.9999737011318213, 0.9999981375378344, 0.999403538653834, 0.38201076123503797, 0.9999914621674475, 0.9998723931424477, 0.8922463387594504, 0.8344373863761748, 0.9999772771531678, 0.9999815683978641, 0.9995197528755845, 0.9996332691821916, 0.9999934886141991, 0.9999863364673469, 0.9811009220507635, 0.9999424710798518, 0.7964832096638889, 0.9999447358231209, 0.9998176908203386, 0.9756364994790951], ""The Lord's Prayer is found in the book of Matthew, chapter 6, verses 9-13 in the Bible"")","(None, None, None, ""['The Lord’s Prayer can be found in the Bible in the book of Matthew, chapter 6, verses 9-13']"")","(None, None, None, ""['The Lord’s Prayer is found in the New Testament of the Bible, specifically in the book of Matthew (Matthew 6:9-13)']"")","(None, None, None, ""['The Lord's Prayer is found in the book of Matthew, chapter 6, verses 9-13 in the Bible']"")","(None, None, None, ""['The Lord's Prayer is found in the New Testament of the Bible, in the Gospel of Matthew 6:9-13']"")","(None, None, None, ""['The Lord's Prayer is found in the Bible in the Book of Matthew, Chapter 6, verses 9-13']"")",0,0.001381435483926907,0.29406582117080693,0.0,"{'avg': 0.913487241958552, 'normalized_product': 0.8916048526630705, 'min': 0.38201076123503797, 'concepts': [{""The Lord's Prayer"": {'avg': 0.8916504142448225, 'normalized_product': 0.8690285770149828, 'min': 0.5753867244464906}}, {'book of Matthew': {'avg': 0.8185302388260959, 'normalized_product': 0.7640562107688847, 'min': 0.38201076123503797}}, {'chapter 6': {'avg': 0.9584789962006978, 'normalized_product': 0.9556344898425365, 'min': 0.8344373863761748}}, {'verses 9-13': {'avg': 0.9961312974788704, 'normalized_product': 0.9961027238326169, 'min': 0.9811009220507635}}, {'Bible': {'avg': 0.9998176908203386, 'normalized_product': 0.9998176908203386, 'min': 0.9998176908203386}}]}"
"['2003', '2000']",when was the last time oklahoma won a national championship in football,"([""['"", 'The', ' last', ' time', ' Oklahoma', ' won', ' a', ' national', ' championship', ' in', ' football', ' was', ' in', ' ', '200', '0', ""']""], [-0.0015136697, -0.09847323, -0.0032447395, -3.7742768e-05, -0.00012809181, -0.000288153, -0.00027111053, -0.0017472925, -3.888926e-06, -1.5451682e-05, -2.2484697e-05, -1.998142e-05, -0.011229608, -0.0989454, -8.180258e-06, -0.00010521204, -0.3098124], [0.99848747532018, 0.9062199517976698, 0.9967605189782099, 0.9999622579442493, 0.9998719163934057, 0.9997118885120884, 0.9997289262171388, 0.9982542331268388, 0.9999961110815618, 0.9999845484373766, 0.9999775155557789, 0.9999800187796273, 0.9888332086924311, 0.9057921629255131, 0.9999918197754583, 0.9998947934945925, 0.7335845637804621], 'The last time Oklahoma won a national championship in football was in 2000')","(None, None, None, ""['The last time Oklahoma won a national championship in football was in 2000.']"")","(None, None, None, ""['The last time Oklahoma won a national championship in football was in 2000']"")","(None, None, None, ""['The last time Oklahoma won a national championship in football was in 2000']"")","(None, None, None, ""['The last time Oklahoma won a national championship in football was in the 2000 season']"")","(None, None, None, ""['The last time Oklahoma won a national championship in football was in 2000 season']"")",0,0.0007549978094175458,0.19853925704956055,0.0,"{'avg': 0.9853553802338973, 'normalized_product': 0.9847935806807305, 'min': 0.9057921629255131, 'concepts': [{'Oklahoma': {'avg': 0.9998719163934057, 'normalized_product': 0.9998719163934057, 'min': 0.9998719163934057}}, {'national championship': {'avg': 0.9991251721042003, 'normalized_product': 0.9991247925046929, 'min': 0.9982542331268388}}, {'football': {'avg': 0.9999775155557789, 'normalized_product': 0.9999775155557789, 'min': 0.9999775155557789}}, {'2000': {'avg': 0.9999433066350254, 'normalized_product': 0.9999433054581963, 'min': 0.9998947934945925}}]}"
"['Exodus', 'Deuteronomy']",location of the ten commandments in the bible,"([""['"", 'The', ' Ten', ' Command', 'ments', ' are', ' found', ' in', ' the', ' book', ' of', ' Exodus', ',', ' specifically', ' in', ' Exodus', ' ', '20', ':', '1', '-', '17', ""']""], [-0.0011387886, -0.0012751155, -0.005858282, -2.677603e-05, -3.4285862e-05, -0.19471523, -0.36469513, -0.00028350405, -0.0051633087, -1.0151825, -2.8325678e-05, -1.7954959e-05, -0.045823734, -0.77885383, -0.14238146, -0.3715206, -0.0009646999, -2.7848862e-05, -0.0033008165, -0.4643312, -0.0052252216, -0.0002972088, -0.25662193], [0.9988618595736701, 0.9987256971143401, 0.9941588442741608, 0.9999732243284747, 0.9999657147257535, 0.8230690100482178, 0.6944083228755135, 0.9997165361334757, 0.9948499982658572, 0.36233629742381174, 0.9999716747231683, 0.9999820452021894, 0.9552103184545289, 0.4589317237435614, 0.8672903567979249, 0.6896847981759474, 0.9990357652733522, 0.999972151525776, 0.9967046252057794, 0.6285553424596706, 0.9947884061240932, 0.9997028353621602, 0.7736606563644307], 'The Ten Commandments are found in the book of Exodus, specifically in Exodus 20:1-17')","(None, None, None, ""['The Ten Commandments are found in the book of Exodus, chapter 20, in the Bible']"")","(None, None, None, ""['The Ten Commandments are located in the Book of Exodus, specifically in chapter 20']"")","(None, None, None, ""['The Ten Commandments are found in the Old Testament of the Bible, specifically in Exodus 20 and Deuteronomy 5']"")","(None, None, None, ""['The Ten Commandments are found in the Book of Exodus, chapters 20 and 34 in the Bible']"")","(None, None, None, ""['The Ten Commandments are found in the Bible in the book of Exodus, chapter 20']"")",0,0.08549263253808022,0.4238014221191406,0.0,"{'avg': 0.8661755319422154, 'normalized_product': 0.8361628633211002, 'min': 0.36233629742381174, 'concepts': [{'Ten Commandments': {'avg': 0.9980325944427962, 'normalized_product': 0.9980288306803553, 'min': 0.9941588442741608}}, {'book of Exodus': {'avg': 0.8293750839509246, 'normalized_product': 0.7670041026599413, 'min': 0.36233629742381174}}, {'Exodus 20:1-17': {'avg': 0.9012062748752542, 'normalized_product': 0.8862026264291648, 'min': 0.6285553424596706}}]}"
"['Italy', 'the Italian Campaign']",where did the allies go after north africa,"([""['"", 'After', ' North', ' Africa', ',', ' the', ' Allies', ' invaded', ' Sic', 'ily', ' and', ' then', ' moved', ' on', ' to', ' mainland', ' Italy', ' during', ' World', ' War', ' II', ""']""], [-0.0021232574, -0.40017667, -2.618001e-05, -1.2664457e-06, -1.6240566e-06, -6.647085e-05, -0.00646774, -0.6054289, -0.27569017, -4.8425554e-06, -0.044636812, -0.5472869, -0.8427711, -0.072775766, -0.00025371046, -0.43919975, -2.2723105e-05, -0.4883349, -0.0042666774, -4.246537e-06, -9.849109e-06, -0.068799645], [0.9978789951164871, 0.6702016310536016, 0.9999738203326934, 0.9999987335551019, 0.9999983759447187, 0.999933531359138, 0.993553130810454, 0.5458402655375616, 0.7590480701963237, 0.9999951574563252, 0.9563447517048398, 0.5785172582709789, 0.4305158664191059, 0.9298093015106367, 0.9997463217217771, 0.6445520175046157, 0.9999772771531678, 0.6136473281360507, 0.9957424119363342, 0.9999957534720165, 0.9999901509395023, 0.9335136954792987], 'After North Africa, the Allies invaded Sicily and then moved on to mainland Italy during World War II')","(None, None, None, ""['The Allies invaded Sicily and Italy after North Africa']"")","(None, None, None, ""['After North Africa, the Allies went to Sicily and Italy']"")","(None, None, None, ""['After North Africa, the Allies invaded Sicily and then moved on to Italy']"")","(None, None, None, ""['After North Africa, the Allies invaded Sicily and Italy']"")","(None, None, None, ""['The Allies went to Sicily after North Africa']"")",0,0.2517887443304062,0.5348849833011627,0.0,"{'avg': 0.8558690577507472, 'normalized_product': 0.8299653592328998, 'min': 0.4305158664191059, 'concepts': [{'Allies invaded Sicily': {'avg': 0.8246091560001662, 'normalized_product': 0.8009971314438536, 'min': 0.5458402655375616}}, {'moved on to mainland Italy': {'avg': 0.8009201568618606, 'normalized_product': 0.7626129808174679, 'min': 0.4305158664191059}}, {'World War II': {'avg': 0.9985761054492843, 'normalized_product': 0.9985740932238245, 'min': 0.9957424119363342}}]}"
['she who brings victory'],what is the meaning of veronica in english,"([""['"", 'The', ' meaning', ' of', ' Veronica', ' in', ' English', ' is', ' ""', 'true', ' image', '""', ' or', ' ""', 'she', ' who', ' brings', ' victory', '""', ""']""], [-0.0038629011, -0.044690955, -0.20297767, -1.0921943e-05, -0.16372354, -0.0007460217, -0.00016361084, -0.0014322626, -0.00407104, -0.11503359, -3.9888433e-05, -0.00324842, -0.14680968, -7.517272e-05, -0.1870891, -0.0006856294, -0.00024013224, -9.9251854e-05, -0.04753257, -0.00025335286], [0.9961445503046866, 0.9562929737326682, 0.8162964691222524, 0.9999890781166442, 0.8489766975372971, 0.9992542565050018, 0.9998364025435236, 0.9985687625985681, 0.9959372354496365, 0.8913362034209108, 0.999960112362533, 0.9967568504078709, 0.863458295162082, 0.9999248301053981, 0.8293698362407923, 0.9993146055901286, 0.9997598965894386, 0.9999007530713023, 0.9535794145453083, 0.9997466792311257], 'The meaning of Veronica in English is true image or she who brings victory')","(None, None, None, '[\'The meaning of Veronica in English is ""true image"" or ""she who brings victory.""\']')","(None, None, None, '[\'The meaning of Veronica in English is ""true image"" or ""bringer of victory""\']')","(None, None, None, '[\'The meaning of Veronica in English is ""true image"" or ""she who brings victory""\']')","(None, None, None, '[\'The name Veronica means ""true image"" or ""holy face"" in English\']')","(None, None, None, '[\'The meaning of Veronica in English is ""true image"" or ""she who brings victory""\']')",0,0.1156182433012873,0.4280108988285065,0.5,"{'avg': 0.9472386617027406, 'normalized_product': 0.9446324444731358, 'min': 0.8162964691222524, 'concepts': [{'Veronica': {'avg': 0.8489766975372971, 'normalized_product': 0.8489766975372971, 'min': 0.8489766975372971}}, {'true image': {'avg': 0.9626843887304383, 'normalized_product': 0.9613270235796506, 'min': 0.8913362034209108}}, {'she who brings victory': {'avg': 0.9563849012073942, 'normalized_product': 0.9539640070556343, 'min': 0.8293698362407923}}]}"
"['The aorta', 'aorta']",what is the name of the main artery which takes blood from the heart to the body,"([""['"", 'The', ' main', ' artery', ' which', ' takes', ' blood', ' from', ' the', ' heart', ' to', ' the', ' body', ' is', ' called', ' the', ' a', 'orta', ""']""], [-0.008231333, -0.013577813, -0.015814861, -5.9153886e-06, -0.67757976, -7.5411124e-05, -1.6524515e-05, -5.2001665e-06, -1.6166903e-05, -1.7432603e-06, -1.0280384e-06, -4.2272506e-05, -0.0001693326, -1.147242e-06, -0.03868153, -0.00041327282, -0.3406981, -3.1281633e-07, -0.008120777], [0.9918024516603314, 0.9865139497210821, 0.9843095372704288, 0.9999940846288958, 0.5078446120430785, 0.9999245917193473, 0.999983475621529, 0.9999947998470209, 0.9999838332276837, 0.9999982567412194, 0.9999989719621284, 0.9999577283874698, 0.9998306817359556, 0.9999988527586581, 0.9620570466717753, 0.999586812565449, 0.7112736092982964, 0.9999996871837189, 0.9919121074336174], 'The main artery which takes blood from the heart to the body is called the aorta')","(None, None, None, ""['The main artery that takes blood from the heart to the body is called the aorta']"")","(None, None, None, ""['the main artery which takes blood from the heart to the body is called the aorta']"")","(None, None, None, ""['The main artery that takes blood from the heart to the body is called the aorta']"")","(None, None, None, ""['The main artery which takes blood from the heart to the body is called the aorta']"")","(None, None, None, ""['The main artery that takes blood from the heart to the body is the aorta']"")",0,0.000670115154935047,0.156550121307373,0.0,"{'avg': 0.9434205979845722, 'normalized_product': 0.9300941480793818, 'min': 0.5078446120430785, 'concepts': [{'main artery': {'avg': 0.9921518109496623, 'normalized_product': 0.9921208165915251, 'min': 0.9843095372704288}}, {'blood': {'avg': 0.999983475621529, 'normalized_product': 0.999983475621529, 'min': 0.999983475621529}}, {'heart': {'avg': 0.9999982567412194, 'normalized_product': 0.9999982567412194, 'min': 0.9999982567412194}}, {'body': {'avg': 0.9998306817359556, 'normalized_product': 0.9998306817359556, 'min': 0.9998306817359556}}, {'aorta': {'avg': 0.8556366482410076, 'normalized_product': 0.8433702548704994, 'min': 0.7112736092982964}}]}"
