answer,prompt,llm_answer,llm_answer__1,llm_answer__2,llm_answer__3,llm_answer__4,llm_answer__5,fleek_score,selfcheck_nli_score,selfcheck_bert_score,lm_v_lm_score,lbhd_score,ground_truth
"['Meira Kumar', 'Ram Nath Kovind']",who are nominated for president of india 2017,"(["" ['"", 'I', ""'"", 'm', ' sorry', ',', ' I', ' couldn', ""'"", 't', ' find', ' any', ' information', ' about', ' nom', 'inations', ' for', ' President', ' of', ' India', ' in', ' ', '2', '0', '1', '7', '.', ' Ram', ' N', 'ath', ' K', 'ov', 'ind', ' was', ' elected', ' as', ' the', ' President', ' of', ' India', ' in', ' ', '2', '0', '1', '7', '.', ""']"", '</s>'], array([-0.27828625, -2.30405102, -0.76947366, -0.69449372, -0.92204455,
       -0.71558328, -3.15298041, -3.4657359 , -0.69316673, -0.69314718,
       -0.69469715, -1.26894545, -0.84996662, -1.83618903, -1.1753341 ,
       -0.77066013, -0.69363248, -1.03706896, -0.69320643, -0.69315529,
       -0.82187706, -0.69803812, -0.69314718, -0.69314718, -0.6931473 ,
       -0.69314766, -3.01446127, -0.90349454, -0.6931622 , -0.69314718,
       -0.69321513, -0.69315457, -0.69319403, -1.47721963, -0.93160515,
       -1.07783358, -1.32017016, -0.75677466, -0.74510244, -0.69317806,
       -0.72862004, -0.88188577, -0.69314718, -0.69314718, -0.69314718,
       -0.6931591 ,         nan, -0.75401407, -0.6931864 ]), [0.7570800799999999, 0.099853515, 0.463256835, 0.49932718275, 0.39770508, 0.48890686, 0.0427246, 0.03125, 0.4999902248385, 0.5, 0.49922561645, 0.28112793, 0.4274292, 0.15942383, 0.30871582, 0.46270752, 0.4997574091, 0.35449219, 0.4999703764915, 0.499995946884, 0.439605713, 0.497560501, 0.5, 0.5, 0.499999940395355, 0.49999976158142, 0.049072265000000004, 0.405151365, 0.49999248981475, 0.5, 0.4999660253525, 0.499996304512, 0.499976575375, 0.228271485, 0.3939209, 0.34033203, 0.26708984999999996, 0.469177246, 0.474685669, 0.499984562397, 0.482574463, 0.414001465, 0.5, 0.5, 0.5, 0.4999940395355, -0.010742200000000035, 0.470474243, 0.499980390072], ""I'm sorry, I couldn't find any information about nominations for President of India in 2017. Ram Nath Kovind was elected as the President of India in 2017."")","(None, None, None, "" ['Ram Nath Kovind and Meira Kumar were the nominees for President of India in 2017']"")","(None, None, None, "" ['I can't provide an answer as there was no presidential election in India in 2017. Ram Nath Kovind was elected as the President of India in July 2017, but he was nominated in 2017 for the election that was held in July 2017.']"")","(None, None, None, "" I'm sorry for the mistake in my previous response. I incorrectly assumed that the 2017 Indian presidential election was a relevant context. Here is the correct answer:\n\n['Ram Nath Kovind and Meira Kumar were nominated for president of India in the 2017 Indian presidential election']"")","(None, None, None, ' [The 2017 Indian presidential election took place in July 2017 and Ram Nath Kovind was elected the President of India, not in 2017 there were no other official nominees.]')","(None, None, None, "" ['I'm sorry, there were no direct presidential elections held in India in 2017. The President of India at that time was Ram Nath Kovind.']"")",-1.0,0.7130432069301605,0.6242846846580505,0.0,"{'avg': 0.381553659299631, 'normalized_product': 0.30530592633601633, 'min': 0.03125, 'concepts': [{""I'm sorry"": {'avg': 0.38980989455, 'normalized_product': 0.3392122552646443, 'min': 0.099853515}}, {'nominations': {'avg': 0.38571166999999995, 'normalized_product': 0.3779485830863325, 'min': 0.30871582}}, {'President of India': {'avg': 0.4812824924656667, 'normalized_product': 0.4810976317788373, 'min': 0.469177246}}, {'2017': {'avg': 0.39785036790710004, 'normalized_product': 5.74347808136834e-07, 'min': -0.010742200000000035}}]}",1.0
['Newark Penn Station'],where does the path train stop in newark,"(["" ['"", 'The', ' Path', ' Train', ' stops', ' at', ' New', 'ark', ' Penn', ' Station', ',', ' New', 'ark', ' Broad', ' Street', ' Station', ',', ' and', ' New', 'ark', ' Harrison', ' Station', ' in', ' New', 'ark', ""']"", '</s>'], array([ 0.        , -0.72134247, -0.86073408, -1.71925713, -0.73077249,
       -0.81668405, -0.89823571, -0.69314766, -0.69660354, -0.69329024,
       -1.25514618, -0.81924256, -0.69660163, -0.90213962, -0.7454561 ,
       -0.88809696, -0.77873911, -0.93005693, -0.75583195, -0.69315326,
               nan, -0.70130568, -0.8559821 , -0.69545774, -0.69333507,
       -1.77673619, -0.69322598]), [1.0, 0.486099243, 0.42285156, 0.17919922, 0.481536865, 0.44189453, 0.40728759999999997, 0.49999976158142, 0.49827480315, 0.499928474425, 0.28503418, 0.44076538, 0.49827575685, 0.405700685, 0.4745178225, 0.41143799000000003, 0.458984375, 0.39453125, 0.469619751, 0.4999969601631, -0.05078125, 0.4959373475, 0.42486572499999997, 0.4988460541, 0.49990606308, 0.16918945000000002, 0.49996060133], 'The Path Train stops at Newark Penn Station, Newark Broad Street Station, and Newark Harrison Station in Newark')","(None, None, None, "" ['The Path train stops at various locations in Newark, including Newark Penn Station, Newark Broad Street Station, and Newarkgrove Street']"")","(None, None, None, "" ['The Path Train stops at Newark Penn Station, Newark, NJ'.  It also stops at Newark International Airport and Harrison, New Jersey stations. ]"")","(None, None, None, "" ['The Path Train stops at Newark Penn Station in the city of Newark, New Jersey']"")","(None, None, None, "" ['The Path Train stops at Newark Penn Station, Newark Broad St. Station, and Newark Grove St. Station in Newark']"")","(None, None, None, "" ['The PATH train stops at Newark Penn Station, Newark City Hall, Newark Grove St, Newark Broad St, Harrison, Journal Square, Newport, Exchange Place, and World Trade Center in Newark']"")",0,0.6343222018331289,0.42948818802833555,0.0,"{'avg': 0.4074909528886667, 'normalized_product': 0.004539093635595505, 'min': -0.05078125, 'concepts': [{'Path Train': {'avg': 0.30102539, 'normalized_product': 0.2752719922690705, 'min': 0.17919922}}, {'Newark Penn Station': {'avg': 0.438104963831284, 'normalized_product': 0.42857708375776715, 'min': 0.28503418}}, {'Newark Broad Street Station': {'avg': 0.4482803348916667, 'normalized_product': 0.4470673621110418, 'min': 0.405700685}}, {'Newark Harrison Station': {'avg': 0.353693202165775, 'normalized_product': 1.8472902294218897e-08, 'min': -0.05078125}}, {'Newark': {'avg': 0.49937605859, 'normalized_product': 0.4993757773341872, 'min': 0.4988460541}}]}",1.0
['in Santa Monica'],where does route 66 start on the west coast,"(["" ['"", 'Route', ' ', '6', '6', ' starts', ' in', ' Chicago', ',', ' Illinois', ',', ' not', ' on', ' the', ' west', ' coast', ""']"", '</s>'], array([ 0.        , -0.77528763, -0.69314718, -0.69314718, -0.69314718,
       -0.70580013, -1.44460231, -1.57370694, -0.75009738, -1.03431794,
       -1.37899685, -2.17143693, -0.70815951, -0.69317126, -0.74796745,
       -0.69314778, -0.8559821 , -0.69473344]), [1.0, 0.46057129, 0.5, 0.5, 0.5, 0.493713379, 0.23583985000000002, 0.2072754, 0.4723205565, 0.35546875, 0.25183105, 0.11401367000000001, 0.49254989625, 0.499987959862, 0.4733276365, 0.499999701976775, 0.42486572499999997, 0.49920749665], 'Route 66 starts in Chicago, Illinois, not on the west coast')","(None, None, None, "" ['Route 66 starts at Santa Monica Pier, Los Angeles, California on the west coast']"")","(None, None, None, "" ['Route 66 starts in Chicago, Illinois on the west coast of Lake Michigan, not on the west coast of the contiguous United States']"")","(None, None, None, "" ['Route 66 starts in Chicago, IL on the west coast of Lake Michigan']"")","(None, None, None, "" ['Route 66 starts at the intersection of Beach Blvd. and Lincoln Blvd. in Santa Monica, California, on the west coast']"")","(None, None, None, "" ['Route 66 starts at Santa Monica Pier, California on the west coast']"")",0,0.80855618044734,0.5400029361248017,0.0,"{'avg': 0.3911214295068289, 'normalized_product': 0.35913087924586234, 'min': 0.11401367000000001, 'concepts': [{'Route 66': {'avg': 0.4868570966666667, 'normalized_product': 0.48649564514212756, 'min': 0.46057129}}, {'starts in Chicago': {'avg': 0.352287296375, 'normalized_product': 0.32675269172135085, 'min': 0.2072754}}, {'Illinois': {'avg': 0.30364990000000003, 'normalized_product': 0.29919570276774954, 'min': 0.25183105}}, {'not on the west coast': {'avg': 0.41597577291775495, 'normalized_product': 0.36685940922686083, 'min': 0.11401367000000001}}]}",1.0
['Meri'],who is the first wife on sister wives,"(["" ['"", 'Mer', 'i', ' Brown', ' is', ' the', ' first', ' wife', ' on', ' Sister', ' W', 'ives', ""']"", '</s>'], array([-0.00244439, -0.6939839 , -0.69314718, -0.73372379, -0.73971661,
       -0.6933563 , -0.69315135, -0.69326854, -0.72776668, -0.70486566,
       -0.69314802, -0.69314718, -0.70089424, -0.69596257]), [0.9975586000000001, 0.4995818138, 0.5, 0.480117798, 0.477249145, 0.49989545345, 0.4999979138375, 0.49993932247, 0.48298645, 0.4941749575, 0.4999995827675, 0.5, 0.4961414337, 0.498594284], 'Meri Brown is the first wife on Sister Wives')","(None, None, None, "" ['Meri Brown is the first wife on Sister Wives']"")","(None, None, None, "" ['Meri Brown is the first wife on Sister Wives']"")","(None, None, None, "" ['Meri Brown is the first wife on Sister Wives']"")","(None, None, None, "" ['Meri Brown is the first wife on Sister Wives']"")","(None, None, None, "" ['Meri Brown is the first wife on Sister Wives']"")",1,0.0010298322886228561,0.3541952967643738,0.0,"{'avg': 0.49399476698409095, 'normalized_product': 0.4939165735721345, 'min': 0.477249145, 'concepts': [{'Meri Brown': {'avg': 0.49323320393333336, 'normalized_product': 0.4931451997971064, 'min': 0.480117798}}, {'first wife': {'avg': 0.49996861815375, 'normalized_product': 0.49996861729545905, 'min': 0.49993932247}}, {'Sister Wives': {'avg': 0.49805818008916664, 'normalized_product': 0.4980505911975841, 'min': 0.4941749575}}]}",0.0
['2013'],when did houston go to the american league,"(["" ['"", 'H', 'ou', 'ston', ' joined', ' the', ' American', ' League', ' in', ' ', '2', '0', '1', '3', ' as', ' the', ' Houston', ' Ast', 'ros', ""']"", '</s>'], array([-4.88399247e-04, -8.80118205e-01, -6.93147300e-01, -6.93147181e-01,
       -9.37510385e-01, -6.93264132e-01, -6.93205476e-01, -6.94068377e-01,
       -8.19104098e-01, -7.14538288e-01, -7.24313262e-01, -6.93147300e-01,
       -6.93182348e-01, -6.95136615e-01,             nan, -1.33955243e+00,
       -8.27097187e-01, -6.93147181e-01, -6.93185328e-01, -8.08430902e-01,
       -6.94625514e-01]), [0.99951172, 0.41473388499999997, 0.499999940395355, 0.5, 0.39160156, 0.499941527845, 0.4999708533285, 0.499539613725, 0.44082641499999997, 0.48941803, 0.4846572875, 0.499999940395355, 0.49998241663, 0.49900627135, -0.0698242, 0.26196289, 0.437316895, 0.5, 0.4999809265135, 0.44555664, 0.49926137925], 'Houston joined the American League in 2013 as the Houston Astros')","(None, None, None, "" ['Houston first joined the American League in the year 1962']"")","(None, None, None, "" ['Houston joined the American League in 2013']"")","(None, None, None, "" ['Houston joined the American League in 2013, after previously being in the National League since 1962, when the Houston Colt .45s joined the National League']"")","(None, None, None, "" ['Houston joined the American League in 2013 as part of Major League Baseball realignment, becoming the Astros']"")","(None, None, None, "" ['Houston joined the American League in 2013, as the Houston Astros']"")",1,0.24159021892119198,0.532300329208374,0.0,"{'avg': 0.43230427793162995, 'normalized_product': 0.008248574131006324, 'min': -0.0698242, 'concepts': [{'Houston': {'avg': 0.437316895, 'normalized_product': 0.437316895, 'min': 0.437316895}}, {'joined': {'avg': 0.39160156, 'normalized_product': 0.39160156, 'min': 0.39160156}}, {'the American League': {'avg': 0.4998173316328334, 'normalized_product': 0.49981729290466986, 'min': 0.499539613725}}, {'in 2013': {'avg': 0.4856483934792258, 'normalized_product': 0.4851791935623402, 'min': 0.44082641499999997}}, {'as the Houston Astros': {'avg': 0.3258873023027, 'normalized_product': 4.913510563120906e-07, 'min': -0.0698242}}]}",0.0
"['January 2, 1971', '1970']",when did they stop cigarette advertising on television,"(["" ['"", 'The', ' United', ' States', ' banned', ' cigarette', ' advertising', ' on', ' television', ' in', ' ', '1', '9', '7', '1', ""']"", '</s>'], array([-2.44179809e-04, -9.85070006e-01, -7.35823564e-01, -6.93148492e-01,
       -7.12560479e-01, -6.97658685e-01, -7.17926772e-01, -6.93654187e-01,
       -6.97195127e-01, -7.51164045e-01, -6.93237545e-01, -6.93147181e-01,
       -6.93147181e-01, -6.93218589e-01, -8.51967769e-01, -7.44620386e-01,
       -6.93677087e-01]), [0.99975585, 0.37341308500000003, 0.479110718, 0.4999993443489, 0.490386963, 0.4977493285, 0.487762451, 0.49974656105, 0.4979801178, 0.4718170165, 0.49995481968, 0.5, 0.5, 0.499964296818, 0.426574705, 0.47491455, 0.49973511695], 'The United States banned cigarette advertising on television in 1971')","(None, None, None, "" ['The United States banned cigarette advertising on television in 1971']"")","(None, None, None, "" ['In the United States, cigarette advertising on television was banned in 1970 by the Public Health Cigarette Smoking Act']"")","(None, None, None, "" ['The United States banned cigarette advertising on television in 1971 under the Public Health Cigarette Smoking Act']"")","(None, None, None, "" ['In 1970, the Federal Communications Commission banned cigarette ads from television broadcasts']"")","(None, None, None, "" ['The United States banned cigarette advertising on television in 1971']"")",0,0.30837199893430806,0.325009036064148,1.0,"{'avg': 0.47880456974591534, 'normalized_product': 0.47726909665259387, 'min': 0.37341308500000003, 'concepts': [{'The United States': {'avg': 0.45084104911629996, 'normalized_product': 0.4472307102323517, 'min': 0.37341308500000003}}, {'banned': {'avg': 0.490386963, 'normalized_product': 0.490386963, 'min': 0.490386963}}, {'cigarette advertising': {'avg': 0.49275588974999995, 'normalized_product': 0.49273058810344234, 'min': 0.487762451}}, {'on television': {'avg': 0.498863339425, 'normalized_product': 0.49886255756653447, 'min': 0.4979801178}}, {'in 1971': {'avg': 0.47966216759959995, 'normalized_product': 0.47876422507328015, 'min': 0.426574705}}]}",0.0
"['""Fix You""']",coldplay song i will try to fix you,"(["" ['"", 'Fix', ' You', ""'"", ' is', ' a', ' song', ' by', ' Cold', 'play', ""']"", '</s>'], array([-0.00538558, -1.3261294 , -0.69314718, -0.80918461, -0.69348436,
       -0.74455613, -1.27460625, -0.69819914, -0.82619041, -0.69316339,
       -0.86246768, -0.69749392]), [0.9946288999999999, 0.26550293, 0.5, 0.4452209475, 0.499831438065, 0.4749450685, 0.279541015, 0.4974803925, 0.437713623, 0.4999918937685, 0.42211914, 0.4978313445], ""Fix You' is a song by Coldplay"")","(None, None, None, "" ['Fix You' is a song by Coldplay']"")","(None, None, None, "" ['Fix You' is the Coldplay song']"")","(None, None, None, ' [\'I Will Try to Catch You\' is not a Coldplay song. You might be looking for ""Fix You""\']')","(None, None, None, ' [\'The name of the Coldplay song is ""Fix You""\']')","(None, None, None, "" ['Fix You' is a song by Coldplay from their album 'X&Y']"")",0,0.030944893532432616,0.4594682514667511,0.0,"{'avg': 0.4333585898148334, 'normalized_product': 0.42228559421879036, 'min': 0.26550293, 'concepts': [{'Fix You': {'avg': 0.382751465, 'normalized_product': 0.36435074447570437, 'min': 0.26550293}}, {'song': {'avg': 0.279541015, 'normalized_product': 0.279541015, 'min': 0.279541015}}, {'Coldplay': {'avg': 0.46885275838425, 'normalized_product': 0.46781755342445336, 'min': 0.437713623}}]}",1.0
['radians'],points on a sphere or angles in a circle are measured in units called,"(["" ['"", 'deg', 'rees', ',', ' rad', 'ians', ',', ' or', ' grad', 'ians', ' are', ' units', ' used', ' to', ' measure', ' points', ' on', ' a', ' sphere', ' or', ' angles', ' in', ' a', ' circle', ""']"", '</s>'], array([ 0.        , -1.17493877, -0.69314718, -1.21321131, -0.78815834,
       -0.69315183, -0.82535411, -0.70456465, -0.69333221, -0.708175  ,
       -1.00821918, -1.07068557, -0.80248968, -0.71916322, -0.69317984,
       -0.71516203, -0.6931777 , -0.69318151, -0.69316315, -0.70962435,
       -0.69339183, -0.6936103 , -0.69323373, -0.69325245, -0.6967605 ,
       -0.69444693]), [1.0, 0.30883789, 0.5, 0.29724121000000003, 0.454681395, 0.49999767541885, 0.43807983500000003, 0.4943237305, 0.49990749359, 0.492542267, 0.36486816499999997, 0.34277344, 0.44821167, 0.487159729, 0.4999836683275, 0.489112854, 0.499984741211, 0.4999828338625, 0.4999920129775, 0.4918289185, 0.49987769127, 0.49976849556, 0.499956727028, 0.4999473691, 0.49819660185, 0.4993505478], 'degrees, radians, or gradians are units used to measure points on a sphere or angles in a circle')","(None, None, None, "" ['degrees, radians, or gradians are the units used to measure points on a sphere or angles in a circle']"")","(None, None, None, "" ['Radians or Degrees are the units in which points on a sphere or angles in a circle are measured']"")","(None, None, None, "" ['degrees, radians, or gradians are units used to measure points on a sphere or angles in a circle']"")","(None, None, None, "" ['degrees', 'radians', or 'gradians' are units used to measure points on a sphere or angles in a circle']"")","(None, None, None, "" ['degrees or radians, not points or angles, are the units in which points on a sphere or angles in a circle are measured']"")",0,0.0067196587100625035,0.37369577884674077,0.0,"{'avg': 0.4640797032928421, 'normalized_product': 0.45982059501635475, 'min': 0.30883789, 'concepts': [{'degrees': {'avg': 0.36869303333333336, 'normalized_product': 0.3580441100698004, 'min': 0.29724121000000003}}, {'radians': {'avg': 0.46425296847294995, 'normalized_product': 0.46352818205743085, 'min': 0.43807983500000003}}, {'or gradians': {'avg': 0.4955911636966666, 'normalized_product': 0.49558125427211763, 'min': 0.492542267}}, {'units used to measure points on a sphere': {'avg': 0.4709001186723125, 'normalized_product': 0.46765457640997243, 'min': 0.34277344}}, {'angles in a circle': {'avg': 0.49988757073949996, 'normalized_product': 0.4998875650791108, 'min': 0.49976849556}}]}",0.0
['a biocidal effect of metals'],the oligodynamic effect is a phenomenon that describes,"(["" ['"", 'the', ' o', 'lig', 'od', 'ynamic', ' effect', ' is', ' a', ' phenomenon', ' that', ' describes', ' the', ' ability', ' of', ' certain', ' met', 'als', ' to', ' kill', ' bacteria', ' and', ' other', ' micro', 'organ', 'isms', ' in', ' a', ' dil', 'ute', ' solution', ""']"", '</s>'], array([ 0.        , -0.72836712, -0.69341234, -0.6931473 , -0.69314718,
       -0.69314766, -0.69314718, -0.69428174, -0.69494074, -0.6931628 ,
       -0.70491198, -0.69328547, -0.79888755, -1.08937772, -0.69314956,
       -0.712825  , -0.7514875 , -0.69314718, -1.80750783,         nan,
       -0.81220513, -1.65591142, -3.71259649, -0.69358549, -0.71686371,
       -0.69340685, -2.08335543, -1.32062732,         nan, -0.69359169,
       -0.7095623 , -1.06146893, -0.6934307 ]), [1.0, 0.482696533, 0.49986743927, 0.499999940395355, 0.5, 0.49999976158142, 0.5, 0.4994330406, 0.499104023, 0.4999921917915, 0.494152069, 0.49993085861, 0.4498291, 0.33642578, 0.4999988079071, 0.490257263, 0.4716644285, 0.5, 0.1640625, -0.08007810000000004, 0.443878175, 0.19091797, 0.02441405000000002, 0.499780893325, 0.48828125, 0.499870181085, 0.12451171999999999, 0.266967775, -0.001953100000000041, 0.499777793885, 0.491859436, 0.345947265, 0.49985826015], 'the oligodynamic effect is a phenomenon that describes the ability of certain metals to kill bacteria and other microorganisms in a dilute solution')","(None, None, None, "" ['the oligodynamic effect is a phenomenon that describes the antibacterial properties of certain metals and alloys, like silver and copper, in relation to their concentration and exposure time']"")","(None, None, None, "" ['the oligodynamic effect is a phenomenon that describes the ability of certain metals, like silver and copper, to kill or inhibit the growth of bacteria']"")","(None, None, None, "" ['the oligodynamic effect is a phenomenon that describes the ability of certain metals to have an antimicrobial effect in dilute solution']"")","(None, None, None, "" ['the oligodynamic effect is a phenomenon that describes the ability of certain metals, particularly silver and copper, to kill bacteria when in a dissolved state or in colloidal suspension over time']"")","(None, None, None, "" ['the oligodynamic effect is a phenomenon that describes how some metals (such as copper, silver, and gold) inactivate or destroy microorganisms on contact']"")",0,0.19260254777036606,0.4547089517116547,0.0,"{'avg': 0.3909150951017371, 'normalized_product': 0.003407301538046685, 'min': -0.08007810000000004, 'concepts': [{'the oligodynamic effect': {'avg': 0.4970939457077958, 'normalized_product': 0.4970515865554963, 'min': 0.482696533}}, {'ability of certain metals': {'avg': 0.45966925588141994, 'normalized_product': 0.45475457861074325, 'min': 0.33642578}}, {'kill bacteria': {'avg': 0.18190003749999997, 'normalized_product': 6.662418292181906e-16, 'min': -0.08007810000000004}}, {'other microorganisms': {'avg': 0.37808659360249997, 'normalized_product': 0.23360745021547252, 'min': 0.02441405000000002}}, {'dilute solution': {'avg': 0.32989470996166664, 'normalized_product': 6.264301532935439e-11, 'min': -0.001953100000000041}}]}",0.0
['her castle'],where does the white witch live in narnia,"(["" ['"", 'The', ' White', ' W', 'itch', ',', ' J', 'ad', 'is', ',', ' lives', ' in', ' the', ' land', ' of', ' N', 'arn', 'ia', ' in', ' C', '.', 'S', '.', ' Lewis', '’', 's', ' Chron', 'icles', ' of', ' N', 'arn', 'ia', ""']"", '</s>'], array([ 0.        , -0.74359277, -0.69322038, -0.69330455, -0.69314718,
       -1.36695141, -1.06394199, -0.69314718, -0.69314718, -0.69332649,
       -0.8376199 , -0.69769317, -1.16315081, -1.42715704, -0.69321406,
       -0.69330085, -0.69314754, -0.69314718, -1.18367243, -1.25257989,
       -0.69317627, -0.77794156, -0.72373098, -0.69339302, -1.47721963,
       -0.82877339, -1.34656672, -0.69319475, -0.69746327, -0.69315886,
       -0.69315266, -0.6931473 , -1.43532874, -0.69343833]), [1.0, 0.475402832, 0.499963402748, 0.49992132187, 0.5, 0.25488281, 0.345092775, 0.5, 0.5, 0.499910354615, 0.43273926, 0.4977321625, 0.3125, 0.239990235, 0.499966561795, 0.499923169615, 0.499999821186065, 0.5, 0.30615234999999996, 0.2857666, 0.4999854564665, 0.459350585, 0.484939575, 0.49987709522, 0.228271485, 0.43658447499999997, 0.26013183500000003, 0.4999762177465, 0.4978466035, 0.499994158745, 0.49999725818635, 0.499999940395355, 0.2380371, 0.499854445455], 'The White Witch, Jadis, lives in the land of Narnia in C.S. Lewis’s Chronicles of Narnia')","(None, None, None, "" ['The White Witch, Jadis, lives in a castle called the Stone Table in Narnia, specifically in the land of eternal winter']"")","(None, None, None, "" ['The White Witch, Jadis, lives in the land of Narnia, specifically in her castle, the White Witch's Castle']"")","(None, None, None, "" ['The White Witch, also known as Jadis, lives in a castle in the Northern part of Narnia']"")","(None, None, None, ' [\'The White Witch, also known as Jadis, lives in the land of Narnia in C.S. Lewis\'s ""The Lion, the Witch, and the Wardrobe""]')","(None, None, None, "" ['The White Witch, Jadis, lives primarily in the north in Narnia, in her castle of ice and snow, called the White Witch's Castle, according to the Narnia series']"")",0,0.07987989969551564,0.495566976070404,0.0,"{'avg': 0.42768368166775855, 'normalized_product': 0.4142863349532387, 'min': 0.228271485, 'concepts': [{'The White Witch': {'avg': 0.4460340733236, 'normalized_product': 0.4325560971989175, 'min': 0.25488281}}, {'Jadis': {'avg': 0.46125078240374995, 'normalized_product': 0.45571361301805935, 'min': 0.345092775}}, {'lives in the land of Narnia': {'avg': 0.43535640126200814, 'normalized_product': 0.42218831511582333, 'min': 0.239990235}}, {'CS Lewis’s Chronicles of Narnia': {'avg': 0.4293946523994338, 'normalized_product': 0.41442628115008245, 'min': 0.228271485}}]}",0.0
"['111 straight wins', '111', '90']",how many games in a row have the uconn women's basketball team won,"(["" ['"", 'The', ' U', 'Conn', ' women', ""'"", 's', ' basketball', ' team', ' has', ' won', ' ', '1', '1', '1', ' games', ' in', ' a', ' row', ' as', ' of', ' February', ' ', '2', '0', '1', '7', ""']"", '</s>'], array([-7.32688351e-04, -1.51982575e+00, -7.02206032e-01, -6.95367891e-01,
       -8.29892441e-01, -6.99154262e-01, -6.93147181e-01, -6.93149446e-01,
       -6.93181871e-01, -8.59724192e-01, -6.96727955e-01, -6.94422102e-01,
       -6.93147896e-01, -6.94733445e-01, -6.94039741e-01, -1.08756513e+00,
       -6.93149684e-01, -6.93148492e-01, -6.93147300e-01, -7.91924056e-01,
       -6.93147300e-01, -1.87204631e+00, -6.96549951e-01, -6.99707040e-01,
       -6.94616918e-01, -1.00788468e+00, -1.65975510e+00, -7.80202944e-01,
       -6.94865269e-01]), [0.9992675799999999, 0.21875, 0.495491028, 0.49889087675, 0.43609619, 0.49700546265, 0.5, 0.49999886751175, 0.4999826550485, 0.42327881, 0.49821281435, 0.49936294555, 0.49999964237213, 0.49920749665, 0.49955391885, 0.33703613499999996, 0.4999987483025, 0.4999993443489, 0.499999940395355, 0.452972412, 0.499999940395355, 0.15380860000000002, 0.498301506, 0.4967308045, 0.4992656708, 0.364990235, 0.19018554999999998, 0.45831299000000003, 0.4991416931], ""The UConn women's basketball team has won 111 games in a row as of February 2017"")","(None, None, None, "" ['The UConn women's basketball team has won 111 consecutive games as of Feb 2018']"")","(None, None, None, "" ['As of 2021, the UConn women's basketball team has won 130 consecutive games in a row']"")","(None, None, None, "" ['As of February 16, 2022, the UConn women's basketball team has won 130 consecutive games in a row']"")","(None, None, None, "" ['As of February 2023, the UConn women's basketball team has won 117 games in a row']"")","(None, None, None, "" ['As of 2021, the UConn women's basketball team has won 130 games in a row']"")",0,0.9724926233291626,0.30285876989364624,0.0,"{'avg': 0.43459070868419813, 'normalized_product': 0.41468829570099275, 'min': 0.15380860000000002, 'concepts': [{'UConn': {'avg': 0.497190952375, 'normalized_product': 0.4971880462970513, 'min': 0.495491028}}, {""women's basketball team"": {'avg': 0.48661663504204994, 'normalized_product': 0.48592303106777507, 'min': 0.43609619}}, {'111 games': {'avg': 0.418295026925, 'normalized_product': 0.41032636039292875, 'min': 0.33703613499999996}}, {'in a row': {'avg': 0.49999934434891835, 'normalized_product': 0.49999934434868143, 'min': 0.4999987483025}}, {'as of February 2017': {'avg': 0.3945318398369194, 'normalized_product': 0.3626003847558478, 'min': 0.15380860000000002}}]}",0.0
"['commercial at', 'at symbol', 'at sign']",is there a name for the at symbol,"(["" ['"", 'Yes', ',', ' the', ' at', ' symbol', ' is', ' called', ' the', ' at', ' sign', ' or', ' @', ""']"", '</s>'], array([ 0.        , -0.89032464, -0.69316315, -0.75411137, -0.70782654,
       -0.69316411, -0.74333603, -1.10768654, -1.48905404, -2.34141532,
       -0.71525563, -1.14918627, -4.76241832, -0.81309932, -0.69479267]), [1.0, 0.41052246000000003, 0.4999920129775, 0.470428467, 0.492713928, 0.49999153614, 0.4755249025, 0.330322265, 0.22558594999999998, 0.09619139999999998, 0.4890670775, 0.31689453, 0.008544920000000011, 0.443481445, 0.49917793275], 'Yes, the at symbol is called the at sign or @')","(None, None, None, "" ['The at symbol is also known as the @ symbol']"")","(None, None, None, "" ['The at symbol is also called 'at sign', 'commercial at', 'address sign', or 'aplha symbol'']"")","(None, None, None, "" ['Yes, the at symbol is called '@'']"")","(None, None, None, "" ['Yes, the at symbol is called the at sign or the commercial at']"")","(None, None, None, "" ['Yes, the at symbol is called the '@' symbol or 'commercial at'']"")",0,0.10545516051352025,0.5746233403682709,0.0,"{'avg': 0.33526370541175, 'normalized_product': 0.23258479622908293, 'min': 0.008544920000000011, 'concepts': [{'the at symbol': {'avg': 0.48771131038, 'normalized_product': 0.48754760644809864, 'min': 0.470428467}}, {'is called': {'avg': 0.40292358375000004, 'normalized_product': 0.3963287308002086, 'min': 0.330322265}}, {'the at sign or @': {'avg': 0.22725677550000004, 'normalized_product': 0.12350595354341426, 'min': 0.008544920000000011}}]}",0.0
