answer,prompt,llm_answer,llm_answer__1,llm_answer__2,llm_answer__3,llm_answer__4,llm_answer__5,selfcheck_nli_score,selfcheck_bert_score,fleek_score,lm_v_lm_score,lbhd_score
"['October 24, 2006', '2005']",when did taylor swift's first album release,"(["" ['"", 'T', 'ay', 'lor', ' Sw', 'ift', '’', 's', ' first', ' album', ',', ' ""', 'F', 'ear', 'less', ',""', ' was', ' released', ' on', ' October', ' ', '2', '4', ',', ' ', '2', '0', '0', '6', ""']"", '</', 's', '>'], array([-0.69949971, -0.70252173, -0.69318831, -0.69315874, -0.74253414,
       -0.69328893, -0.79597456, -0.69315588, -0.69958417, -0.72488013,
       -1.176917  , -1.68972486, -0.82849383, -0.69368615, -0.69565849,
       -1.18686734, -1.34422314, -0.69428365, -0.81440763, -0.72546308,
       -0.69449086, -1.34001852, -3.26790983, -0.7335649 , -0.69350845,
       -0.69319832, -0.6931597 , -0.71458506, -1.6444682 , -0.71058657,
       -0.69363081, -0.69336488, -0.69352848]), [0.49683380125, 0.49533462525, 0.4999794363975, 0.4999942183495, 0.475906372, 0.499929130075, 0.4511413575, 0.499995648861, 0.4967918395, 0.4843826295, 0.30822753999999997, 0.18457030000000002, 0.436706545, 0.499730587, 0.49874591825, 0.30517578, 0.26074219, 0.49943208695, 0.44290161, 0.484100342, 0.4993286133, 0.26184082, 0.03808594999999998, 0.480194092, 0.499819397925, 0.4999744296075, 0.4999937415125, 0.4893951415, 0.193115235, 0.491355896, 0.49975824356, 0.49989116192, 0.49980938435], 'Taylor Swift’s first album, Fearless, was released on October 24, 2006')","(None, None, None, ""['Taylor Swift’s first album, “Fearless” was released on October 24, 2008']"")","(None, None, None, ""['Taylor Swift’s first album released on October 24th, 2010']"")","(None, None, None, ""['Taylor Swift’s first album released on October 24, 2006']"")","(None, None, None, ""['Taylor Swift’s first album released on October 10, 2006']"")","(None, None, None, '[\'Taylor Swift’s first album, ""Fearless"", was released on October 13, 2008\']')",0.8381148993968963,0.34153664112091064,0,0.0,"{'avg': 0.4256727026110625, 'normalized_product': 0.3858022304848209, 'min': 0.03808594999999998, 'concepts': [{'Taylor Swift': {'avg': 0.4942287564144, 'normalized_product': 0.4941390262391191, 'min': 0.475906372}}, {'first album ': {'avg': 0.36849307724999997, 'normalized_product': 0.34205746121031494, 'min': 0.18457030000000002}}, {'Fearless': {'avg': 0.4350897075625, 'normalized_product': 0.42691239336503967, 'min': 0.30517578}}, {'released': {'avg': 0.49943208695, 'normalized_product': 0.49943208695, 'min': 0.49943208695}}, {'October 24': {'avg': 0.352808120385, 'normalized_product': 0.258698249981481, 'min': 0.03808594999999998}}, {'2006': {'avg': 0.39416160203583334, 'normalized_product': 0.361527491710088, 'min': 0.193115235}}]}"
"['Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed']",what are the three fifty shades of grey books,"(["" ['"", 'The', ' three', ' Fif', 'ty', ' Sh', 'ades', ' of', ' Grey', ' books', ' are', ' Fif', 'ty', ' Sh', 'ades', ' of', ' Grey', ',', ' Fif', 'ty', ' Sh', 'ades', ' Dark', 'er', ',', ' and', ' Fif', 'ty', ' Sh', 'ades', ' F', 'reed', ""']"", '</', 's', '>'], array([-0.71413306, -1.32889183, -0.79780265, -0.85168165, -0.6931566 ,
       -0.69332601, -0.6931504 , -0.69566041, -0.69332148, -0.70024476,
       -0.73595097, -2.08335543, -0.69316387, -0.69318712, -0.6931498 ,
       -0.69477643, -0.69326139, -0.73388271, -0.70390892, -0.69317961,
       -0.69325674, -0.69315684, -0.72051098, -0.6931473 , -0.7521671 ,
       -0.69331003, -0.69565467, -0.69315386, -0.69326056, -0.69317281,
       -0.69661311, -0.69333042, -0.73258032, -0.69399297, -0.69336786,
       -0.69365514]), [0.489616394, 0.26477050999999996, 0.450317383, 0.42669677500000003, 0.499995291233, 0.499910593035, 0.4999983906746, 0.4987449646, 0.49991285801, 0.49646377565, 0.4790496825, 0.12451171999999999, 0.49999165535, 0.499980032444, 0.4999986886978, 0.499186039, 0.49994289875, 0.480041504, 0.49464797975, 0.4999837875365, 0.49994522333, 0.499995172024, 0.486503601, 0.499999940395355, 0.471343995, 0.499918580055, 0.4987478256, 0.49999666214, 0.499943315983, 0.4999871850015, 0.4982700348, 0.49990838766, 0.480667115, 0.49957728385, 0.4998896718, 0.4997460842], 'The three Fifty Shades of Grey books are Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed')","(None, None, None, ""['Fifty Shades of Grey', 'Fifty Shades Darker', and 'Fifty Shades Freed']"")","(None, None, None, ""['The three Fifty Shades of Grey books are: 1. Fifty Shades of Grey, 2. Fifty Shades Darker, and 3. Fifty Shades Freed']"")","(None, None, None, ""['The three Fifty Shades of Grey books are Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed']"")","(None, None, None, ""['The three Fifty Shades of Grey books are Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed']"")","(None, None, None, ""['Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed are the three Fifty Shades of Grey books']"")",0.003971317945979535,0.3199455976486206,0,0.0,"{'avg': 0.47777186353342843, 'normalized_product': 0.47309784405472427, 'min': 0.26477050999999996, 'concepts': [{'Fifty Shades of Grey': {'avg': 0.4433789340345429, 'normalized_product': 0.4074548091674444, 'min': 0.12451171999999999}}, {'Fifty Shades Darker': {'avg': 0.4932028141479793, 'normalized_product': 0.4930982755508567, 'min': 0.471343995}}, {'Fifty Shades Freed': {'avg': 0.49947556853075, 'normalized_product': 0.49947508058968254, 'min': 0.4982700348}}]}"
['judges'],who has the power (judicial) to make decisions in courts of law,"(["" ['"", 'J', 'ud', 'ges', ' have', ' the', ' power', ' to', ' make', ' decisions', ' in', ' courts', ' of', ' law', ""']"", '</', 's', '>'], array([-0.70325362, -1.12859842, -0.69756289, -0.69489202, -0.75537717,
       -0.69673561, -0.69348818, -1.88966087, -0.6932813 , -0.69359599,
       -0.69357905, -0.69688685, -0.69324994, -0.69324231, -0.71019847,
       -0.69384981, -0.69331766, -0.69349342]), [0.494972229, 0.32348633, 0.49779701235, 0.49912834165, 0.469833374, 0.49820899965, 0.499829530715, 0.15112304999999998, 0.499932944775, 0.499775648115, 0.499784111975, 0.49813365935, 0.499948620795, 0.499952435495, 0.491546631, 0.499648809435, 0.49991476536, 0.49982690811], 'Judges have the power to make decisions in courts of law')","(None, None, None, ""['Judges have the power (judicial) to make decisions in courts of law']"")","(None, None, None, ""['judges have the power to make decisions in courts of law']"")","(None, None, None, ""['Judges have the power to make decisions in courts of law']"")","(None, None, None, ""['judges have the power (judicial) to make decisions in courts of law']"")","(None, None, None, ""['Judges have the power to make decisions in courts of law']"")",0.0011803805129602552,0.3705506682395935,1,0.0,"{'avg': 0.4566872352976923, 'normalized_product': 0.4383984979623602, 'min': 0.15112304999999998, 'concepts': [{'Judges': {'avg': 0.440137228, 'normalized_product': 0.43155897188363, 'min': 0.32348633}}, {'power': {'avg': 0.499829530715, 'normalized_product': 0.499829530715, 'min': 0.499829530715}}, {'make': {'avg': 0.499932944775, 'normalized_product': 0.499932944775, 'min': 0.499932944775}}, {'decisions': {'avg': 0.499775648115, 'normalized_product': 0.499775648115, 'min': 0.499775648115}}, {'courts': {'avg': 0.49813365935, 'normalized_product': 0.49813365935, 'min': 0.49813365935}}, {'law': {'avg': 0.499952435495, 'normalized_product': 0.499952435495, 'min': 0.499952435495}}]}"
"['E-8s senior chief petty officer', 'E-9s master chief petty officer']",what are the ranks in the us navy,"(["" ['"", 'The', ' ranks', ' in', ' the', ' US', ' Navy', ' are', ':', ' En', 'listed', ',', ' W', 'arr', 'ant', ' Officer', ',', ' Officer', ',', ' Chief', ' W', 'arr', 'ant', ' Officer', ',', ' and', ' Flag', ' Officer', ""']"", '</', 's', '>'], array([-0.71474096, -1.05443655, -0.72325911, -0.70232152, -0.69532966,
       -0.70929865, -0.69547303, -0.93269035, -2.17572868, -1.34562863,
       -0.70839963, -1.42208342,         nan, -0.69322837, -0.69337752,
       -0.73181873, -0.70334611, -2.55257518, -0.93751038,         nan,
       -1.10547169, -0.69315624, -0.69315541, -0.69459686, -0.71777037,
       -1.49448004, -1.80009491, -0.70361591, -0.72231604, -0.69355997,
       -0.69331242, -0.69351513]), [0.4893188475, 0.34838867, 0.485168457, 0.4954338075, 0.49890995025, 0.4919891355, 0.4988384247, 0.39349365000000003, 0.1135254, 0.260375975, 0.4924316405, 0.24121094999999998, -0.051757799999999965, 0.499959409237, 0.499884843825, 0.481033325, 0.4949264525, 0.07788085, 0.39160156, -0.1166992, 0.33105469, 0.499995470047, 0.4999958872795, 0.49927568435, 0.487838745, 0.224365235, 0.16528320000000002, 0.494792938, 0.4856262205, 0.49979364872, 0.49991738796, 0.499816060065], 'The ranks in the US Navy are: Enlisted, Warrant Officer, Officer, Chief Warrant Officer, and Flag Officer')","(None, None, None, ""['Ranks in the US Navy are: E1, E2, E3, E4, E5, E6, E7, E8, E9, E10']"")","(None, None, None, ""['The ranks in the US Navy are: Enlisted (ET-2 to E-9), Warrant Officer (WO-1 to WO-5), Officer (O-1 to O-10), and Flag Officer (FO)]"")","(None, None, None, ""['The ranks in the US Navy are, in descending order, Admiral, Vice Admiral, Admiral, Rear Admiral, Captain, Commander, Lieutenant Commander, Lieutenant, Lieutenant(jg), Ensign']"")","(None, None, None, ""['The ranks in the US Navy are: Enlisted, Midshipman, Midshipman 2nd Class, Midshipman 3rd Class, Cadet, Captain of the Corps of Cadets, Captain, Vice Admiral, Vice Admiral, Admiral, Vice Admiral of the Navy, Admiral of the Navy, and Chief of Naval Operations']"")","(None, None, None, ""['Ranks in the US Navy: Enlisted Personnel, Officer, Chief Petty Officer, and Flag Officer']"")",0.5830776270478963,0.6426472008228302,0,0.0,"{'avg': 0.3702878930986944, 'normalized_product': 0.008401662027716457, 'min': -0.1166992, 'concepts': [{'Enlisted': {'avg': 0.3313395218333333, 'normalized_product': 0.31389275573461956, 'min': 0.24121094999999998}}, {'Warrant Officer': {'avg': 0.4636320953353, 'normalized_product': 0.4580256401695338, 'min': 0.33105469}}, {'Officer': {'avg': 0.494792938, 'normalized_product': 0.494792938, 'min': 0.494792938}}, {'Chief Warrant Officer': {'avg': 0.36691021277941666, 'normalized_product': 5.2168477058743696e-06, 'min': -0.1166992}}, {'Flag Officer': {'avg': 0.330038069, 'normalized_product': 0.285973705312292, 'min': 0.16528320000000002}}]}"
['Omar Khayyam'],i was a great islamic scholar and mathematician who died in 1131 ce,"(["" ['"", 'Al', '-', 'K', 'hw', 'ar', 'iz', 'mi', ' was', ' a', ' great', ' Islamic', ' scholar', ' and', ' mat', 'hem', 'atic', 'ian', ' who', ' died', ' in', ' ', '1', '1', '3', '1', ' CE', ""']"", '</', 's', '>'], array([-0.78547719,         nan, -0.77535389, -0.73324719, -0.6971913 ,
       -0.76127285, -0.6978618 , -0.70282213, -1.25814853, -0.77449282,
       -0.70169034, -0.69750925, -0.69360624, -0.69529334, -0.69344334,
       -0.69317472, -0.69315064, -0.6931498 , -0.69432184, -0.69442783,
       -0.69340828, -0.69428938, -0.69325292, -0.69329322, -0.69336226,
       -0.69322217, -0.83143316, -0.70870954, -0.69620934, -0.69383502,
       -0.69384074]), [0.4559021, -0.18896484999999996, 0.46054077, 0.48034668, 0.49798202515, 0.467071535, 0.49764823915, 0.495185852, 0.28417969, 0.4609375, 0.4957466125, 0.4978237152, 0.49977052212, 0.49892807005, 0.49985194206, 0.499986231327, 0.4999982714653, 0.4999986886978, 0.49941301345, 0.49936008455, 0.49986946583, 0.4994292259, 0.49994713068, 0.49992698431, 0.49989247322, 0.49996250868, 0.435424805, 0.49227905275, 0.49847126005, 0.4996562004, 0.4996533394], 'Al-Khwarizmi was a great Islamic scholar and mathematician who died in 1131 CE')","(None, None, None, ""['Al-Khwarizmi, an Islamicate scholar and mathematician, died in 1131 CE']"")","(None, None, None, ""['You were Omar Khayyam, a great Islamic scholar and mathematician who died in 1131 CE']"")","(None, None, None, ""['The person you described is Al-Khwarizmi, a great Islamic scholar and mathematician who died in 1131 CE']"")","(None, None, None, ""['Al-Khwarizmi is a great Islamic scholar and mathematician who died in 1131 CE']"")","(None, None, None, ""['Omar Khayyam was a great Islamic scholar and mathematician who died in 1131 CE']"")",0.1277596366824582,0.42441098093986507,0,0.0,"{'avg': 0.45334929463958745, 'normalized_product': 0.027744266327205867, 'min': -0.18896484999999996, 'concepts': [{'Al-Khwarizmi': {'avg': 0.38711575018571437, 'normalized_product': 2.7752462243923725e-05, 'min': -0.18896484999999996}}, {'scholar': {'avg': 0.49977052212, 'normalized_product': 0.49977052212, 'min': 0.49977052212}}, {'mathematician': {'avg': 0.49995878338752503, 'normalized_product': 0.499958779556801, 'min': 0.49985194206}}, {'died': {'avg': 0.49936008455, 'normalized_product': 0.49936008455, 'min': 0.49936008455}}, {'1131': {'avg': 0.49992749095, 'normalized_product': 0.4999274897235807, 'min': 0.49989247322}}, {'CE': {'avg': 0.435424805, 'normalized_product': 0.435424805, 'min': 0.435424805}}]}"
['Guy Boucher'],who is the coach for the ottawa senators,"(["" ['"", 'D', 'ave', ' T', 'ipp', 'ett', ' is', ' the', ' coach', ' for', ' the', ' Ott', 'awa', ' Sen', 'ators', ""']"", '</', 's', '>'], array([-0.74961291, -1.6444682 , -2.40156412, -0.99591645, -0.69634902,
       -0.69557628, -0.71947649, -0.70575378, -0.72862004, -0.71399283,
       -0.69701895, -0.69330038, -0.69337132, -0.69319057, -0.69315588,
       -0.71040027, -0.69376822, -0.69334795, -0.6935354 ]), [0.4725494385, 0.193115235, 0.09057617000000001, 0.369384765, 0.49840164185, 0.49878692625, 0.487007141, 0.493736267, 0.482574463, 0.4896850585, 0.49806785585, 0.49992340803, 0.49988794327, 0.49997830391, 0.499995648861, 0.4914474485, 0.499689579, 0.49989962578, 0.499805927275], 'Dave Tippett is the coach for the Ottawa Senators')","(None, None, None, ""['Dave Tippett is the head coach of the Ottawa Senators']"")","(None, None, None, ""['Jeff Garet is the coach for the Ottawa Senators']"")","(None, None, None, ""['Dave Tippett was the coach for the Ottawa Senators before being fired in 2021']"")","(None, None, None, ""['Dave Tippett is the coach for the Ottawa Senators']"")","(None, None, None, ""['The Ottawa Senators is a professional ice hockey team coached by Peter Laviolette']"")",0.5923474640119821,0.6053196132183075,0,1.0,"{'avg': 0.4313372738862308, 'normalized_product': 0.39528277351623975, 'min': 0.09057617000000001, 'concepts': [{'Dave Tippett': {'avg': 0.33005294762, 'normalized_product': 0.2761600158563846, 'min': 0.09057617000000001}}, {'Ottawa Senators': {'avg': 0.49994632601774996, 'normalized_product': 0.49994632417025525, 'min': 0.49988794327}}]}"
['53'],last episode of what happens to my family,"(["" ['"", 'The', ' last', ' episode', ' of', ' ""', 'What', ' H', 'app', 'ens', ' to', ' My', ' Family', '""', ' is', ' ""', 'The', ' Final', ' Episode', '""]', '</', 's', '>'], array([-0.74086827, -1.30700313, -0.79313749, -0.69570248, -0.69723726,
       -1.61090384, -0.82187706, -0.83635132, -0.69327486, -0.69537936,
       -1.11846131, -0.7370983 , -0.69512706, -0.82612069, -2.48003571,
               nan,         nan,         nan,         nan, -0.84725718,
       -0.76769658, -0.69361554, -0.69376631]), [0.47669983, 0.27062988499999996, 0.452423095, 0.49872398375, 0.497959137, 0.19970703, 0.439605713, 0.433288575, 0.499936163425, 0.4988851547, 0.326782225, 0.478500366, 0.49901103975, 0.43774414, 0.083740235, -0.05322265000000004, -0.13916015000000004, -0.7451171999999999, -0.47949220000000004, 0.428588865, 0.46408081, 0.49976587295, 0.499690532685], 'The last episode of What Happens to My Family is The Final Episode]</s>')","(None, None, None, '[\'the last episode of ""What Happens to My Family"" is ""Jesus Christ Superstar""]')","(None, None, None, ""['the last episode of What Happens To My Family aired on July 17, 2006']"")","(None, None, None, '[\'The last episode of What Happens in Vegas is ""The End""]](<s>')","(None, None, None, '[\'The Last episode of What happens to my family is titled: ""Episode 4: What happens to my family?""\']')","(None, None, None, ""['Episode 9 of What Happens Next is the last episode']"")",0.7932808518409729,0.5670272469520569,0,1.0,"{'avg': 0.28108668541299997, 'normalized_product': 4.943028339218228e-07, 'min': -0.7451171999999999, 'concepts': [{'The': {'avg': -0.13916015000000004, 'normalized_product': 1.0000000000000024e-30, 'min': -0.13916015000000004}}, {'last': {'avg': 0.452423095, 'normalized_product': 0.452423095, 'min': 0.452423095}}, {'episode': {'avg': 0.49872398375, 'normalized_product': 0.49872398375, 'min': 0.49872398375}}, {'of ': {'avg': 0.3488330835, 'normalized_product': 0.3153505039026149, 'min': 0.19970703}}, {'What': {'avg': 0.439605713, 'normalized_product': 0.439605713, 'min': 0.439605713}}, {'Happens': {'avg': 0.477369964375, 'normalized_product': 0.47631850827370775, 'min': 0.433288575}}, {'to': {'avg': 0.326782225, 'normalized_product': 0.3267822249999999, 'min': 0.326782225}}, {'My': {'avg': 0.478500366, 'normalized_product': 0.478500366, 'min': 0.478500366}}, {'Family': {'avg': 0.468377589875, 'normalized_product': 0.46737475161359493, 'min': 0.43774414}}, {'is ': {'avg': 0.015258792499999979, 'normalized_product': 2.8937905072758885e-16, 'min': -0.05322265000000004}}, {'Final': {'avg': -0.7451171999999999, 'normalized_product': 1.0000000000000024e-30, 'min': -0.7451171999999999}}, {'Episode': {'avg': -0.47949220000000004, 'normalized_product': 1.0000000000000024e-30, 'min': -0.47949220000000004}}]}"
"['1976', '2017/18']",when is the last time the vikings were in the nfc championship,"(["" ['"", 'The', ' last', ' time', ' the', ' Vik', 'ings', ' were', ' in', ' the', ' N', 'FC', ' Championship', ' was', ' in', ' ', '2', '0', '0', '9', ""']"", '</', 's', '>'], array([-0.71167407, -0.89958535, -1.65335715, -0.69488247, -0.69796529,
       -0.70900405, -0.69315302, -0.7156457 , -0.69346576, -0.6959817 ,
       -0.70911257, -0.69322384, -0.83508434, -1.22519246, -0.83747887,
       -1.69769295, -0.77336792, -0.69336381, -1.68313281, -1.82250057,
       -0.7661196 , -0.69370667, -0.69333173, -0.69360243]), [0.4908218385, 0.40673828, 0.19140625, 0.49913311005, 0.4975967407, 0.492134094, 0.4999970793725, 0.488876343, 0.49984073639, 0.4985847473, 0.4920806885, 0.499961674215, 0.43383789, 0.29370117, 0.432800295, 0.18310547, 0.4614563, 0.49989169836, 0.185791015, 0.16162110000000002, 0.4648132325, 0.499720335, 0.49990773201, 0.499772429465], 'The last time the Vikings were in the NFC Championship was in 2009')","(None, None, None, ""['The Vikings were in the NFC Championship in 2015']"")","(None, None, None, ""['The Vikings were in the NFC Championship in 2009, 2010, 2015, and 2016']"")","(None, None, None, ""['the last time the Vikings were in the NFC Championship was in 2017']"")","(None, None, None, ""['The Vikings have never been in the NFC Championship game']"")","(None, None, None, ""['The last time the Vikings were in the NFC Championship was in 2000']"")",0.9967047691345214,0.36893107891082766,0,1.0,"{'avg': 0.3888265941523438, 'normalized_product': 0.36018058968109495, 'min': 0.16162110000000002, 'concepts': [{'Vikings': {'avg': 0.49606558668625, 'normalized_product': 0.4960500072166428, 'min': 0.492134094}}, {'NFC Championship': {'avg': 0.4752934175716666, 'normalized_product': 0.4743513834337264, 'min': 0.43383789}}, {'2009': {'avg': 0.269622805, 'normalized_product': 0.24018789445952923, 'min': 0.16162110000000002}}]}"
"['blue', 'white', 'red']",what are the colors of the netherlands flag,"(["" ['"", 'The', ' colors', ' of', ' the', ' Netherlands', ' flag', ' are', ' orange', ',', ' white', ',', ' and', ' blue', ""']"", '</', 's', '>'], array([-0.69901228, -0.82277993, -0.78407245, -0.69359599, -0.69401397,
       -1.75815094, -0.70316114, -0.69398629, -0.84853968, -0.70252944,
       -0.80085692, -0.81323695, -0.71106803, -0.70851584, -0.70172112,
       -0.69336595, -0.69329   , -0.69350583]), [0.4970760345, 0.439208985, 0.45654297, 0.499775648115, 0.49956679345, 0.17236328, 0.4950180055, 0.49958062172, 0.42803955, 0.4953308105, 0.44894409, 0.44342041, 0.491119385, 0.49237442, 0.49573135375, 0.499890625475, 0.499928593635, 0.49982070923], 'The colors of the Netherlands flag are orange, white, and blue')","(None, None, None, ""['The colors of the Netherlands flag are red, white, and blue']"")","(None, None, None, ""['The Netherlands flag has orange, red, and blue colors']"")","(None, None, None, ""['Orange, white, and blue are the colors of the Netherlands flag']"")","(None, None, None, ""['The colors of the Netherlands flag are orange, white, and blue']"")","(None, None, None, ""['The colors of the Dutch flag are orange, white, and blue']"")",0.3445906571869273,0.29038720130920415,0,0.0,"{'avg': 0.4471628465654167, 'normalized_product': 0.43344161373339996, 'min': 0.17236328, 'concepts': [{'Netherlands flag': {'avg': 0.33369064275000004, 'normalized_product': 0.2921008851185461, 'min': 0.17236328}}, {'colors': {'avg': 0.45654297, 'normalized_product': 0.45654297, 'min': 0.45654297}}, {'orange': {'avg': 0.46168518025, 'normalized_product': 0.46045757375414653, 'min': 0.42803955}}, {'white': {'avg': 0.44618225, 'normalized_product': 0.44617370211037416, 'min': 0.44342041}}, {'blue': {'avg': 0.49237442, 'normalized_product': 0.49237442, 'min': 0.49237442}}]}"
['in the Gospel of Luke'],where is lord's prayer found in bible,"(["" ['"", 'The', ' Lord', '’', 's', ' Pray', 'er', ' is', ' found', ' in', ' the', ' G', 'ospel', ' of', ' Matthew', ',', ' chapter', ' ', '6', ',', ' vers', 'es', ' ', '9', '-', '1', '3', ""']"", '</', 's', '>'], array([-0.70299162, -0.93253524, -0.69517484, -1.22063095, -0.69315827,
       -0.73455045, -0.69315064, -0.81599367, -0.69424069, -0.69952659,
       -0.78400562,         nan, -0.76127285, -0.70049835, -0.72245745,
       -1.20625407, -3.85185802, -0.70110571, -0.6943333 , -0.72764032,
       -1.35032788, -0.6931864 , -0.6932447 , -0.96372379, -0.78000321,
       -0.69380734, -0.69635284, -0.80630987, -0.69409224, -0.69338312,
       -0.69362246]), [0.4951019285, 0.39355469, 0.4989871979, 0.29504395, 0.499994456768, 0.47972106999999997, 0.4999982714653, 0.442199707, 0.4994535446, 0.49682044985, 0.456573485, -0.03759765000000004, 0.467071535, 0.4963378906, 0.485557556, 0.29931640000000004, 0.021240234999999996, 0.4960365295, 0.4994072914, 0.483047485, 0.259155275, 0.499980390072, 0.4999512434, 0.381469725, 0.45840453999999997, 0.4996700287, 0.4983997345, 0.446502685, 0.4995276928, 0.49988204241, 0.499762415885], 'The Lord’s Prayer is found in the Gospel of Matthew, chapter 6, verses 9-13')","(None, None, None, ""['The Lord’s Prayer is found in the Christian Bible in the Gospel of Matthew, at Matthew 6:9-13']"")","(None, None, None, ""['The Lord’s Prayer is found in the Gospel of Matthew, Chapter 6, in the Bible']"")","(None, None, None, ""['The Lord’s Prayer, also known as the Our Father, is found in the Christian Bible in the New Testament in the Sermon on the Mount in Matthew 6:9-13']"")","(None, None, None, ""['The Lord’s Prayer is found in the Christian scripture of the New Testament, in the Gospel of Matthew (6:9-13) and the Gospel of Luke (11:2-4)']"")","(None, None, None, ""['The Lord's Prayer can be found in the book of Matthew, chapter 6, verse 9 -13']"")",0.09197549333912321,0.41793787479400635,0,0.0,"{'avg': 0.4197684209273042, 'normalized_product': 0.023158707747161632, 'min': -0.03759765000000004, 'concepts': [{'Gospel of Matthew': {'avg': 0.34213714632, 'normalized_product': 5.075822332919563e-07, 'min': -0.03759765000000004}}, {'chapter 6': {'avg': 0.374932885225, 'normalized_product': 0.2245326078117463, 'min': 0.021240234999999996}}, {'verses 9-13': {'avg': 0.44243299095314287, 'normalized_product': 0.43228778756535613, 'min': 0.259155275}}]}"
"['2003', '2000']",when was the last time oklahoma won a national championship in football,"(["" ['"", 'O', 'klahoma', ' won', ' the', ' last', ' national', ' championship', ' in', ' football', ' in', ' ', '2', '0', '1', '7', ""']"", '</', 's', '>'], array([-0.69973776, -0.80153691, -0.6935323 , -0.91440043, -1.33676044,
       -4.95047007, -0.84341949, -0.71341653, -0.69395527, -0.72234747,
       -0.70760204, -0.76461067, -0.69982224, -0.69331266, -0.91699288,
       -1.1403655 , -0.70804335, -0.69374674, -0.69335749, -0.693497  ]), [0.49671554565, 0.44863891499999997, 0.499807477, 0.40075683500000003, 0.26269531, 0.007080079999999989, 0.430236815, 0.489967346, 0.499596118925, 0.485610962, 0.4928245545, 0.46551513499999997, 0.496673584, 0.49991726875, 0.39971924000000003, 0.31970215, 0.4926071165, 0.49970030785, 0.499894857405, 0.49982511997], 'Oklahoma won the last national championship in football in 2017')","(None, None, None, ""['Oklahoma won a national championship in football in 2017']"")","(None, None, None, ""['Oklanda won a national championship in football for the 1905 season']"")","(None, None, None, ""['Oklahoma won the last national championship in football in 2000']"")","(None, None, None, ""['Oklahoma last won a national championship in football in 2017']"")","(None, None, None, ""['Oklahoma won its last national championship in football in 2017']"")",0.4557322906446643,0.46089916825294497,0,1.0,"{'avg': 0.40708183373214285, 'normalized_product': 0.3212249750226944, 'min': 0.007080079999999989, 'concepts': [{'Oklahoma': {'avg': 0.47422319599999996, 'normalized_product': 0.4735325587435012, 'min': 0.44863891499999997}}, {'won': {'avg': 0.40075683500000003, 'normalized_product': 0.40075683500000003, 'min': 0.40075683500000003}}, {'last': {'avg': 0.007080079999999989, 'normalized_product': 0.0070800799999999895, 'min': 0.007080079999999989}}, {'national': {'avg': 0.430236815, 'normalized_product': 0.430236815, 'min': 0.430236815}}, {'championship': {'avg': 0.489967346, 'normalized_product': 0.489967346, 'min': 0.489967346}}, {'football': {'avg': 0.485610962, 'normalized_product': 0.485610962, 'min': 0.485610962}}, {'in': {'avg': 0.47916984475, 'normalized_product': 0.47897524885883436, 'min': 0.46551513499999997}}, {'2017': {'avg': 0.42900306068750005, 'normalized_product': 0.422053448158661, 'min': 0.31970215}}]}"
"['Exodus', 'Deuteronomy']",location of the ten commandments in the bible,"(["" ['"", 'The', ' Ten', ' Command', 'ments', ' are', ' located', ' in', ' the', ' book', ' of', ' Ex', 'od', 'us', ' in', ' the', ' Bible', ""']"", '</', 's', '>'], array([-0.70543705, -0.90847832, -0.98637849, -0.69362461, -0.69317496,
       -0.77257464, -0.94486278, -0.7011903 , -0.8559821 , -1.58079919,
       -0.69783497, -0.69632414, -0.69315111, -0.69315576, -0.84455504,
       -0.69352157, -2.7009951 , -0.78260295, -0.69365657, -0.69340828,
       -0.69359646]), [0.4938926695, 0.403137205, 0.3729248, 0.499761343, 0.499986112118, 0.46182251, 0.38873291, 0.495994568, 0.42486572499999997, 0.20581054999999998, 0.4976615905, 0.4984140396, 0.4999980330467, 0.4999957084655, 0.429748535, 0.499812841415, 0.06713867000000001, 0.457214355, 0.49974536895, 0.49986946583, 0.4997754097], 'The Ten Commandments are located in the book of Exodus in the Bible')","(None, None, None, ""['The location of the Ten Commandments in the Bible is Exodus 6:1-35']"")","(None, None, None, ""['The Ten Commandments are located in the Old Testament book of Exodus, chapters 1-28']"")","(None, None, None, ""['Exodus 24:12, Exodus 25:17-20, Deuteronomy 5:8-14, Mark 12:28-34']"")","(None, None, None, ""['The Ten Commandments are located in the Book of Exodus in the Old Testament of the Bible']"")","(None, None, None, ""['The Ten Commandments are found in the Book of Exodus in the Old Testament of the Bible']"")",0.020606021746061742,0.5456155955791473,0,0.0,"{'avg': 0.41606748915322855, 'normalized_product': 0.37855727155023217, 'min': 0.06713867000000001, 'concepts': [{'Ten Commandments': {'avg': 0.45755741837266667, 'normalized_product': 0.4533642688425847, 'min': 0.3729248}}, {'book of Exodus': {'avg': 0.44037598432243996, 'normalized_product': 0.4180086984994079, 'min': 0.20581054999999998}}, {'Bible': {'avg': 0.06713867000000001, 'normalized_product': 0.06713867, 'min': 0.06713867000000001}}]}"
